0.301,5293.2,350.61,1758.4,1894.1,3091.9,2927,2894.4,942.77,1445.2,1318.5,-1627.1,-1868.8,-125.92,-19.513,-6358.2,0.00023383,9.2152e-05
0.302,5295.5,341.16,1761.9,1896.4,3081.7,2919.5,2894.7,935.83,1433.2,1321.8,-1624.7,-1874.2,-128,-9.2881,-6353.2,0.00023374,9.1907e-05
0.303,5297.8,331.74,1765.2,1898.9,3071.7,2911.8,2894.9,929.16,1421.2,1324.8,-1622.1,-1879.5,-130.27,0.90983,-6348.2,0.00023365,9.1663e-05
0.304,5300,322.11,1769.7,1900.7,3060.5,2905.5,2895.8,920.62,1409.3,1329.8,-1620.4,-1886.1,-131.4,11.675,-6344,0.00023357,9.1414e-05
0.305,5302.5,312.74,1772.4,1903.5,3051.1,2897,2895.6,914.97,1397.3,1331.8,-1617.3,-1890.6,-134.36,21.528,-6338.4,0.00023348,9.1171e-05
0.306,5304.8,303.07,1776.4,1905.5,3040.4,2890.2,2896.4,907.13,1385.4,1336.1,-1615.2,-1896.8,-135.89,32.093,-6334,0.00023339,9.0922e-05
0.307,5308.3,294.13,1774.6,1911.2,3035.3,2875.7,2893.8,908.71,1372.7,1330.8,-1608.8,-1896,-143.37,40.066,-6325.5,0.0002333,9.0687e-05
0.308,5309.8,283.86,1783.1,1910.5,3020.3,2874.9,2896.9,893.77,1361.4,1342.4,-1610.1,-1907.3,-140.44,52.33,-6323.9,0.00023321,9.0429e-05
0.309,5312.4,274.28,1785.9,1913.3,3010.6,2866.6,2897,887.84,1349.4,1344.7,-1607.2,-1912,-143.19,62.196,-6318.6,0.00023312,9.0183e-05
0.31,5316.2,265.32,1783.1,1919.6,3006.4,2850.8,2894,890.99,1336.6,1338,-1600,-1910.3,-151.62,69.954,-6309.7,0.00023303,8.9947e-05
0.311,5321.9,256.98,1772.3,1931,3009.6,2824.4,2886.9,906.78,1322.6,1318.6,-1586.9,-1899.7,-167.96,74.653,-6296,0.00023294,8.9728e-05
0.312,5324.6,247.07,1775.6,1933.8,2999.5,2816.6,2887.4,900.24,1310.5,1321.8,-1584.2,-1905.1,-170.24,84.916,-6291.3,0.00023285,8.9478e-05
0.313,5327.5,237.36,1777.9,1937,2990.3,2807.7,2887.3,895.12,1298.4,1323.5,-1581,-1909.3,-173.43,94.67,-6285.8,0.00023276,8.9232e-05
0.314,5330.5,227.72,1779.7,1940.6,2981.7,2797.9,2886.9,891,1286.2,1324.2,-1577.2,-1912.8,-177.27,104.14,-6280,0.00023266,8.8985e-05
0.315,5333.2,217.63,1783.2,1943.3,2971.3,2790.4,2887.6,884.2,1274.2,1327.8,-1574.8,-1918.4,-179.29,114.44,-6275.4,0.00023257,8.8733e-05
0.316,5336.2,207.72,1785.7,1946.6,2962,2781.4,2887.6,879.13,1262.1,1329.5,-1571.5,-1922.7,-182.44,124.24,-6270.1,0.00023248,8.8484e-05
0.317,5338.7,197.34,1790.6,1948.6,2950.4,2775.6,2889,870.32,1250.2,1335.2,-1570.1,-1929.7,-183.1,134.95,-6266.5,0.00023238,8.8229e-05
0.318,5341.8,187.74,1791.8,1952.5,2942.2,2765.2,2888.5,866.94,1238,1335.2,-1566,-1932.8,-187.43,144.43,-6260.5,0.00023229,8.7981e-05
0.319,5344.1,177.3,1797.6,1954,2929.7,2760.3,2890.2,857,1226.4,1341.9,-1565.3,-1940.5,-187.28,155.2,-6257.1,0.00023219,8.7724e-05
0.32,5346.2,167.19,1803.5,1955.2,2917.2,2755.9,2892.2,846.54,1214.8,1349.1,-1564.6,-1948.6,-186.98,166.47,-6254.2,0.0002321,8.7468e-05
0.321,5347,157.87,1812.4,1953.4,2902,2756.2,2895.7,830.28,1203.9,1361.7,-1566,-1960.9,-183.83,179.61,-6253.3,0.000232,8.7206e-05
0.322,5353.3,152.95,1793,1967.1,2913,2722.3,2884.5,854.97,1189.7,1332.4,-1547.2,-1943.4,-208.18,182.56,-6234.7,0.00023191,8.7003e-05
0.323,5356.5,142.68,1795.4,1970.9,2903.4,2713,2885.5,849.76,1177.4,1334.6,-1543.6,-1948.7,-211.38,193.77,-6230.9,0.00023181,8.6745e-05
0.324,5359.7,132.57,1797.7,1974.5,2894.1,2703.8,2885.9,844.81,1165.2,1336.5,-1540.2,-1953.2,-214.68,204,-6226.1,0.00023171,8.649e-05
0.325,5366.7,117.78,1796.2,1985.2,2888.2,2685.4,2884.1,851.46,1151.3,1328.7,-1533.7,-1950.1,-221.93,209.66,-6218.2,0.0002316,8.6241e-05
0.326,5369.6,108.09,1798.5,1988.3,2879.1,2676.7,2884.2,846.19,1139.4,1330.7,-1530.4,-1954.6,-225.16,219.65,-6213.1,0.0002315,8.5989e-05
0.327,5372.6,97.914,1801.7,1991.3,2869,2668.8,2884.9,839.96,1127.4,1333.9,-1527.6,-1960,-227.55,229.99,-6208.8,0.0002314,8.5736e-05
0.328,5373.1,93.575,1801.2,1991.2,2862.7,2661,2883.5,833.44,1116.4,1335,-1522.7,-1964.2,-233.33,241.11,-6202,0.00023132,8.5502e-05
0.329,5376.4,83.417,1803.1,1994.9,2853.9,2651.5,2883.6,829.12,1104.2,1336.3,-1519,-1968.4,-236.92,251.01,-6197,0.00023122,8.5248e-05
0.33,5379.8,73.4,1804.7,1998.8,2845.4,2641.6,2883.5,825.26,1092,1337.2,-1515,-1972.1,-240.87,260.8,-6191.8,0.00023111,8.4997e-05
0.331,5383.3,64.177,1803.7,2003.8,2839.3,2628.8,2881.9,825.05,1079.7,1334,-1509.3,-1972.9,-247.32,269.35,-6184.5,0.00023101,8.4754e-05
0.332,5386.6,54.514,1804.5,2008,2831.5,2617.9,2881.6,822.17,1067.5,1333.7,-1504.8,-1976,-252.06,279.22,-6179.1,0.00023091,8.4505e-05
0.333,5393.5,38.877,1805.7,2017.3,2823.1,2602.9,2881.6,824.68,1053.8,1330.7,-1500.1,-1976.6,-256.53,286.69,-6173.9,0.00023079,8.4244e-05
0.334,5395,29.613,1812,2017.2,2810.6,2599.9,2883.6,812.99,1042.6,1338.9,-1499.6,-1985.6,-255.89,298.28,-6171.3,0.00023069,8.3989e-05
0.335,5394.7,20.187,1824.4,2013,2792.6,2604.5,2888.5,792.25,1032.5,1356.2,-1503.6,-2001,-249.29,311.98,-6172.2,0.0002306,8.3728e-05
0.336,5398.3,10.264,1825.5,2016.5,2784.5,2595.2,2888.3,787.75,1020.2,1357.6,-1499.2,-2005,-253.76,321.86,-6166.9,0.00023049,8.3479e-05
0.337,5402.4,0.17259,1825.6,2020.7,2777.2,2584.8,2887.7,784.67,1007.7,1357.6,-1494.2,-2007.9,-259.11,331.21,-6160.9,0.00023038,8.3231e-05
0.338,5406.8,-9.7275,1823.6,2026.7,2771.9,2570.8,2886,785.82,995.04,1353.6,-1487.7,-2008.2,-266.47,339.75,-6153.7,0.00023027,8.2988e-05
0.339,5410.5,-19.938,1824.4,2031.2,2764.1,2560,2885.6,783.22,982.81,1353.3,-1483.2,-2011,-271.15,349.12,-6148.2,0.00023017,8.2739e-05
0.34,5414.2,-29.973,1824.9,2035.7,2756.6,2548.8,2885.1,781.05,970.57,1352.6,-1478.5,-2013.6,-276.15,358.48,-6142.5,0.00023006,8.2492e-05
0.341,5416.1,-39.88,1830,2037.7,2745.1,2542.4,2886.8,773.18,959.23,1357.5,-1477.1,-2020.4,-276.63,369.38,-6139.5,0.00022996,8.224e-05
0.342,5419.6,-50.035,1830.8,2042.8,2737.4,2530.3,2886.3,772.1,947.15,1355.8,-1472.6,-2022.4,-281.35,378.54,-6133.9,0.00022985,8.1993e-05
0.343,5425.8,-60.521,1823.8,2052.9,2736.4,2509.2,2882.5,781.55,933.64,1343.9,-1462.5,-2017.1,-293.52,385.21,-6124.2,0.00022973,8.1755e-05
0.344,5430.6,-70.95,1821.3,2059.9,2731.5,2493.9,2880.8,784.07,920.83,1338.7,-1455.6,-2016.7,-301.36,393.66,-6117.1,0.00022962,8.1511e-05
0.345,5434.9,-81.021,1820,2065.6,2725.6,2480.5,2879.6,784.58,908.35,1335.5,-1449.5,-2017.5,-308.09,402.41,-6110.6,0.00022951,8.1267e-05
0.346,5438.7,-91.014,1820.1,2070.3,2718.5,2469.1,2879,782.79,896.12,1334.4,-1444.5,-2019.9,-313.38,411.73,-6104.9,0.0002294,8.1023e-05
0.347,5442.6,-100.91,1819.8,2075.1,2711.7,2457.3,2878.2,781.48,883.86,1332.9,-1439.3,-2021.9,-319.04,420.97,-6099,0.00022929,8.078e-05
0.348,5445,-109.44,1823.3,2074.7,2701.7,2453.6,2879.1,770.86,872.31,1340,-1436.6,-2030.2,-321.13,432.46,-6095.3,0.00022918,8.0538e-05
0.349,5448.9,-118.86,1821.9,2080,2696.1,2440.4,2877.9,771.16,859.99,1336.9,-1430.4,-2031.3,-327.9,441.68,-6089,0.00022907,8.0297e-05
0.35,5452.5,-128.58,1821.8,2084.5,2689.2,2428.9,2877.2,769.5,847.86,1335.6,-1425.3,-2033.6,-333.33,451.03,-6083.3,0.00022895,8.0058e-05
0.351,5456.1,-138.67,1822.7,2088.8,2681.3,2418.4,2877.1,766.67,835.76,1335.7,-1420.9,-2036.9,-337.86,460.71,-6078.2,0.00022884,7.9816e-05
0.352,5460.6,-148.03,1819.3,2095.3,2677.5,2402.9,2874.8,769.75,823.15,1329.8,-1413.3,-2036,-346.56,469.19,-6070.8,0.00022872,7.9579e-05
0.353,5464.6,-158,1818.9,2100.3,2670.8,2390.8,2874.1,768.73,810.93,1328.1,-1407.9,-2038,-352.32,478.45,-6065.1,0.00022861,7.934e-05
0.354,5468.5,-168.01,1818.7,2105.2,2664,2379,2873.5,767.49,798.7,1326.7,-1402.6,-2040.2,-357.9,487.85,-6059.6,0.00022849,7.9103e-05
0.355,5472.5,-177.78,1817.5,2110.6,2658.1,2366,2872.4,767.62,786.44,1323.8,-1396.7,-2041.3,-364.41,496.79,-6053.4,0.00022838,7.8866e-05
0.356,5476.4,-187.75,1817.3,2115.4,2651.3,2354.2,2871.7,766.38,774.29,1322.3,-1391.5,-2043.4,-369.98,506.04,-6047.8,0.00022826,7.863e-05
0.357,5480.3,-197.65,1816.8,2120.4,2644.8,2342.1,2871,765.56,762.13,1320.4,-1386.1,-2045.3,-375.81,515.23,-6042,0.00022814,7.8396e-05
0.358,5484.1,-207.81,1817.2,2125.1,2637.5,2330.9,2870.7,763.61,750.02,1319.8,-1381.3,-2047.9,-380.85,524.69,-6036.8,0.00022802,7.816e-05
0.359,5487.9,-217.72,1817.1,2129.8,2630.6,2319.3,2870.1,762.24,737.99,1318.4,-1376.2,-2050.1,-386.25,533.86,-6031.2,0.00022791,7.7928e-05
0.36,5491.7,-227.72,1817.2,2134.5,2623.6,2307.9,2869.6,760.65,725.94,1317.3,-1371.2,-2052.4,-391.51,543.16,-6025.8,0.00022779,7.7696e-05
0.361,5495.2,-238.29,1819.4,2138.3,2614.5,2298.8,2870.3,756.19,714.05,1319.3,-1367.7,-2057,-394.73,553.22,-6021.8,0.00022767,7.7463e-05
0.362,5499.3,-248.28,1818.6,2143.7,2608.3,2286.1,2869.4,756.1,701.91,1316.7,-1362.1,-2058.2,-400.9,562.09,-6015.8,0.00022755,7.7236e-05
0.363,5503.4,-258.04,1817.3,2149.1,2602.6,2273.1,2868.2,756.47,689.76,1313.7,-1356.2,-2059.2,-407.44,570.96,-6009.7,0.00022743,7.7008e-05
0.364,5507.4,-268.32,1817.4,2154,2595.5,2261.6,2868,754.86,677.66,1312.8,-1351.2,-2061.8,-412.66,580.35,-6004.6,0.0002273,7.6781e-05
0.365,5511.3,-278.57,1817.7,2158.7,2588.2,2250.4,2867.8,753.01,665.61,1312.1,-1346.3,-2064.5,-417.69,589.82,-5999.6,0.00022718,7.6554e-05
0.366,5515.5,-288.21,1815.8,2164.4,2583.1,2236.6,2866.3,754.34,653.44,1308.1,-1339.9,-2064.8,-424.86,598.45,-5993.1,0.00022706,7.6334e-05
0.367,5519.5,-298.53,1815.9,2169.3,2575.9,2225.2,2866.1,752.73,641.35,1307.3,-1335,-2067.4,-430.02,607.93,-5988.1,0.00022693,7.6111e-05
0.368,5523.4,-308.57,1815.8,2174.1,2569.1,2213.7,2865.6,751.35,629.32,1306.1,-1329.8,-2069.6,-435.47,617.18,-5982.8,0.00022681,7.5891e-05
0.369,5527.2,-318.94,1816.7,2178.5,2561.3,2203.4,2865.7,748.48,617.37,1306.5,-1325.4,-2073,-439.89,626.81,-5978.2,0.00022669,7.5669e-05
0.37,5531.2,-328.72,1815.6,2183.7,2555.5,2190.7,2864.7,748.49,605.31,1303.8,-1319.6,-2074.2,-446.24,635.69,-5972.3,0.0002266,7.5454e-05
0.371,5535,-339.26,1816.9,2188,2547.3,2180.8,2865.1,745.18,593.36,1304.8,-1315.4,-2078,-450.32,645.54,-5968.1,0.00022651,7.5236e-05
0.372,5538.9,-349.22,1816.8,2192.6,2540.4,2169.5,2864.7,743.6,581.44,1303.8,-1310.3,-2080.4,-455.62,654.85,-5962.9,0.00022642,7.5022e-05
0.373,5543.1,-359.21,1815.7,2198,2534.5,2156.8,2863.9,743.66,569.33,1301.3,-1304.5,-2081.8,-461.97,663.89,-5957.2,0.00022632,7.4812e-05
0.374,5547.3,-368.7,1813.2,2203.9,2530,2142.4,2862.2,745.7,557.18,1296.6,-1297.7,-2081.7,-469.65,672.48,-5950.8,0.00022623,7.4605e-05
0.375,5551.4,-378.76,1812.6,2209.1,2523.6,2130.2,2861.7,745.18,545.16,1294.7,-1292.1,-2083.5,-475.54,681.71,-5945.5,0.00022614,7.4398e-05
0.376,5555.6,-388.4,1810.5,2214.9,2518.7,2116.4,2860.3,746.63,533.07,1290.7,-1285.7,-2083.9,-482.73,690.45,-5939.3,0.00022604,7.4196e-05
0.377,5559.7,-398.59,1810.2,2219.9,2512,2104.5,2860,745.68,521.09,1289.2,-1280.4,-2086.1,-488.29,699.75,-5934.3,0.00022595,7.3993e-05
0.378,5563.9,-408.49,1809,2225.4,2506.3,2091.6,2859,746.1,509.07,1286.4,-1274.5,-2087.2,-494.76,708.7,-5928.6,0.00022585,7.3794e-05
0.379,5568,-418.79,1808.7,2230.5,2499.6,2079.8,2858.8,745.07,497.09,1285.1,-1269.2,-2089.4,-500.25,718.05,-5923.7,0.00022575,7.3595e-05
0.38,5572.1,-428.5,1807.2,2235.9,2494.1,2066.8,2857.7,745.64,485.11,1282,-1263.2,-2090.4,-506.9,726.92,-5917.9,0.00022566,7.3403e-05
0.381,5576.3,-438.44,1806,2241.2,2488.3,2054.1,2856.8,745.81,473.14,1279.4,-1257.3,-2091.7,-513.26,735.85,-5912.3,0.00022556,7.321e-05
0.382,5580.5,-448.34,1804.8,2246.5,2482.6,2041.5,2856,746.03,461.19,1276.7,-1251.5,-2092.9,-519.64,744.78,-5906.7,0.00022546,7.3021e-05
0.383,5584.6,-458.43,1804.1,2251.7,2476.3,2029.3,2855.4,745.56,449.24,1274.9,-1245.9,-2094.8,-525.55,753.97,-5901.6,0.00022537,7.2833e-05
0.384,5588.8,-468.49,1803.3,2256.9,2470.2,2017,2854.9,745.27,437.29,1272.8,-1240.3,-2096.5,-531.56,763.12,-5896.4,0.00022527,7.265e-05
0.385,5592.9,-478.58,1802.6,2262.1,2464,2004.9,2854.3,744.84,425.4,1270.9,-1234.8,-2098.2,-537.47,772.2,-5891.2,0.00022517,7.2468e-05
0.386,5597.1,-488.47,1801.4,2267.4,2458.2,1992.3,2853.5,744.97,413.5,1268.4,-1229,-2099.6,-543.77,781.18,-5885.7,0.00022507,7.2291e-05
0.387,5601.3,-498.77,1801,2272.5,2451.7,1980.4,2853.2,744.17,401.55,1267,-1223.6,-2101.8,-549.4,790.51,-5880.9,0.00022497,7.2115e-05
0.388,5605.4,-508.62,1799.7,2277.8,2446.1,1967.8,2852.3,744.46,389.71,1264.3,-1217.8,-2102.9,-555.78,799.37,-5875.4,0.00022487,7.1944e-05
0.389,5609.6,-518.84,1799.2,2282.9,2439.6,1955.9,2852,743.76,377.83,1262.8,-1212.4,-2105,-561.46,808.61,-5870.5,0.00022477,7.1774e-05
0.39,5613.8,-528.82,1798.1,2288.3,2433.9,1943.3,2851.3,743.97,365.94,1260.2,-1206.6,-2106.4,-567.75,817.6,-5865.2,0.00022466,7.1611e-05
0.391,5618,-538.78,1796.9,2293.6,2428.1,1930.7,2850.5,744.13,354.11,1257.8,-1200.8,-2107.7,-574,826.53,-5859.9,0.00022456,7.145e-05
0.392,5622.2,-548.73,1795.8,2298.8,2422.3,1918.2,2849.8,744.3,342.3,1255.3,-1195.1,-2109,-580.25,835.45,-5854.6,0.00022446,7.1293e-05
0.393,5626.4,-558.97,1795.3,2304,2415.9,1906.3,2849.5,743.61,330.46,1253.8,-1189.7,-2111.2,-585.89,844.71,-5849.8,0.00022436,7.1138e-05
0.394,5630.6,-569.12,1794.7,2309.1,2409.7,1894.3,2849.1,743.19,318.61,1252,-1184.2,-2113.1,-591.7,853.98,-5845,0.00022425,7.0986e-05
0.395,5634.8,-578.91,1793,2314.7,2404.4,1881.1,2848.1,744.13,306.79,1248.8,-1178,-2113.9,-598.46,862.75,-5839.5,0.00022415,7.0841e-05
0.396,5639,-588.91,1791.8,2320,2398.7,1868.5,2847.5,744.37,294.96,1246.3,-1172.2,-2115.3,-604.72,871.78,-5834.3,0.00022404,7.0699e-05
0.397,5643.3,-598.93,1790.7,2325.3,2392.9,1856,2846.9,744.55,283.17,1243.9,-1166.4,-2116.8,-610.94,880.78,-5829.2,0.00022394,7.0561e-05
0.398,5647.6,-608.38,1788.1,2331.1,2388.6,1842,2845.3,746.73,271.38,1239.3,-1159.7,-2116.6,-618.54,889.17,-5823.1,0.00022383,7.0427e-05
0.399,5651.8,-618.76,1787.8,2336.3,2382.1,1830.3,2845.2,745.89,259.59,1238.1,-1154.4,-2118.9,-624.03,898.5,-5818.6,0.00022372,7.0297e-05
0.4,5656.1,-628.77,1786.4,2341.7,2376.5,1817.5,2844.6,746.37,247.74,1235.5,-1148.4,-2120.3,-630.44,907.61,-5813.6,0.00022362,7.0172e-05
